,API,Block,Completion_Date,Cum_BOE,Cum_Gas,Cum_Oil,Cum_water,Daily_Gas,Daily_Oil,Drilling_Type,Field,First_Month_Gas,First_Month_Oil,First_Production_Day,Gas_Gravity,Last_Flow_Pressure,Last_Test_Date,Lat,Lateral Length,Lease_Name,Long,Lower_Perforation,Months_Produced,Oil_Gravity,Operator,Peak_BOE,Peak_Gas,Peak_Oil,Perforated_Interval_Length,Production_Status,Production_Type,Production_type,Reservoir,STATUS,Section,Spud_Date,TD,TVD,Upper_Perforation,Well_Count,Well_Number,operator ,well profile 
22,4230133006,,,25.0,,25.0,,,1.0,H,PHANTOM,,25.0,5/1/2017,,,,31.8520174,,RUDD DRAW 26-18,-103.4629571,,1.0,,"RSP PERMIAN, LLC",25.0,,25.0,,ACTIVE,,OIL,WOLFCAMP,,,12/21/2016,16900.0,,,1.0,0,,
23,4230133198,,,102739.0,174369.0,73677.0,,1895.0,801.0,H,PHANTOM,36279.0,15010.0,5/1/2017,,,,31.999275399999995,,STATE PATHFINDER 7,-103.62256640000001,,3.0,,EOG RESOURCES INCORPORATED,56081.0,93985.0,40417.0,,ACTIVE,,OIL,WOLFCAMP,,,4/10/2017,14000.0,,,1.0,23H,,
24,4230133116,,,14557.0,31199.0,9357.0,,1006.0,302.0,H,PHANTOM,31199.0,9357.0,7/1/2017,,,,31.957575899999995,,SEQUOIA 55-1-14 UNIT,-103.7258693,,1.0,,"ANADARKO E&P ONSHORE, LLC",14557.0,31199.0,9357.0,,ACTIVE,,OIL,WOLFCAMP,,,3/1/2017,12100.0,,,1.0,1H,,
25,4230133032,,,35851.0,17987.0,32853.0,,196.0,357.0,H,PHANTOM,,1480.0,5/1/2017,,,,31.992956699999997,,PISTOL 24-24,-103.39335849999999,,3.0,,"RSP PERMIAN, LLC",17745.0,17029.0,16466.0,,ACTIVE,,OIL,WOLFCAMP,,,1/18/2017,13500.0,,,1.0,0,,
26,4230132812,,,58349.0,108985.0,40185.0,,1185.0,437.0,H,SANDBAR,20061.0,9548.0,5/1/2017,,,,31.9862756,,ST PATHFINDER,-103.62646629999999,,3.0,,EOG RESOURCES INCORPORATED,24489.0,44582.0,17059.0,,ACTIVE,,OIL,BONE SPRING,,,1/1/2017,14000.0,,,1.0,15H,,
27,4230133199,,,161657.0,277546.0,115399.0,,3017.0,1254.0,H,PHANTOM,55349.0,23978.0,5/1/2017,,,,31.999275399999995,,STATE PATHFINDER 7,-103.62576659999999,,3.0,,EOG RESOURCES INCORPORATED,82412.0,140102.0,59062.0,,ACTIVE,,OIL,WOLFCAMP,,,3/22/2017,14000.0,,,1.0,25H,,
28,4230133095,,,130316.0,271236.0,85110.0,,2223.0,698.0,H,SANDBAR,9611.0,5192.0,4/1/2017,,,,31.9854956,,STATE MAGELLAN,-103.6479671,,4.0,,EOG RESOURCES INCORPORATED,52246.0,96912.0,37660.0,,ACTIVE,,OIL,BONE SPRING,,,12/7/2016,14000.0,,,1.0,18H,,
29,4230133110,,,3209.0,3392.0,2644.0,,109.0,85.0,H,PHANTOM,3392.0,2644.0,5/1/2017,,,,31.720109100000002,,YELLOWJACKET UL UNIT 19-3 14H,-103.4158525,,1.0,,"ANADARKO E&P ONSHORE, LLC",3209.0,3392.0,2644.0,,ACTIVE,,OIL,WOLFCAMP,,,3/2/2017,18879.0,,,1.0,14H,,
30,4230133100,,,10402.0,16756.0,7609.0,,541.0,245.0,H,PHANTOM,16756.0,7609.0,7/1/2017,,,,31.8401476,,RIPPIN WRANGLER C26-19 2H,-103.4451562,,1.0,,"ANADARKO E&P ONSHORE, LLC",10402.0,16756.0,7609.0,,ACTIVE,,OIL,WOLFCAMP,,,3/19/2017,16864.0,,,1.0,2H,,
31,4230133093,,,116625.0,250738.0,74835.0,,2055.0,613.0,H,SANDBAR,22947.0,11376.0,4/1/2017,,,,31.969875800000004,,STATE MAGELLAN,-103.6421665,,4.0,,EOG RESOURCES INCORPORATED,43242.0,82495.0,30795.0,,ACTIVE,,OIL,BONE SPRING,,,12/19/2016,14000.0,,,1.0,16H,,
32,4230133094,,,134388.0,274948.0,88563.0,,2254.0,726.0,H,SANDBAR,17083.0,8513.0,4/1/2017,,,,31.969875800000004,,STATE MAGELLAN,-103.6422665,,4.0,,EOG RESOURCES INCORPORATED,57605.0,94874.0,41793.0,,ACTIVE,,OIL,BONE SPRING,,,12/16/2016,14000.0,,,1.0,17H,,
33,4230133217,,,6743.0,8939.0,5253.0,,147.0,86.0,H,PHANTOM,8939.0,5011.0,6/1/2017,,,,31.8399076,,RIPPIN WRANGLER C26-19 4HR,-103.44505620000001,,2.0,,"ANADARKO E&P ONSHORE, LLC",6501.0,8939.0,5011.0,,ACTIVE,,OIL,WOLFCAMP,,,2/20/2017,17305.0,,,1.0,4HR,,
34,4230133096,,,81204.0,135121.0,58684.0,,1108.0,481.0,H,SANDBAR,5037.0,2289.0,4/1/2017,,,,31.985445600000002,,STATE MAGELLAN,-103.64806709999999,,4.0,,EOG RESOURCES INCORPORATED,39335.0,60007.0,29334.0,,ACTIVE,,OIL,BONE SPRING,,,12/8/2016,14000.0,,,1.0,19H,,
35,4230133101,,,5223.0,6567.0,4128.0,,219.0,138.0,H,PHANTOM,6567.0,4128.0,6/1/2017,,,,31.840067600000005,,RIPPIN WRANGLER C26-19 3H,-103.44505620000001,,1.0,,"ANADARKO E&P ONSHORE, LLC",5223.0,6567.0,4128.0,,ACTIVE,,OIL,WOLFCAMP,,,3/14/2017,17090.0,,,1.0,3H,,
36,4230133158,,,58133.0,54579.0,49036.0,,447.0,402.0,H,PHANTOM,0.0,1291.0,4/1/2017,,,,31.9288968,,LUDEMAN I 3,-103.4384582,,4.0,,"RSP PERMIAN, LLC",21297.0,25252.0,17088.0,,ACTIVE,,OIL,WOLFCAMP,,,2/18/2017,20291.0,,,1.0,0,,
37,4230132977,,,24043.0,60746.0,13919.0,,498.0,114.0,H,TWO GEORGES,0.0,1078.0,4/1/2017,,,,31.6680196,,ARNO 78-TTT-B33 WF,-103.6076586,,4.0,,MATADOR PRODUCTION COMPANY,10124.0,60746.0,6628.0,,ACTIVE,,OIL,BONE SPRING,,,2/15/2017,15572.0,,,1.0,121H,,
38,4230132967,,,113774.0,112998.0,94941.0,,926.0,778.0,H,PHANTOM,0.0,16074.0,4/1/2017,,,,31.9429564,,CROCKETT REESE STATE UNIT B,-103.4616593,,4.0,,"RSP PERMIAN, LLC",42459.0,46469.0,34714.0,,ACTIVE,,OIL,WOLFCAMP,,,12/14/2016,19604.0,,,1.0,0,,
39,4230133141,,,11794.0,21726.0,8173.0,,701.0,264.0,H,PHANTOM,21726.0,8173.0,5/1/2017,,,,31.9283563,,CARLSBAD 54-1-28 UNIT 1H,-103.6596661,,1.0,,"ANADARKO E&P ONSHORE, LLC",11794.0,21726.0,8173.0,,ACTIVE,,OIL,WOLFCAMP,,,2/23/2017,21810.0,,,1.0,1H,,
40,4230133086,,,165617.0,293928.0,116629.0,,1921.0,762.0,H,PHANTOM,78597.0,32771.0,3/1/2017,,,,31.9571359,,VOYAGER 15,-103.6428662,,5.0,,EOG RESOURCES INCORPORATED,49187.0,85612.0,34918.0,,ACTIVE,,OIL,WOLFCAMP,,,1/26/2017,16819.0,,,1.0,6H,,
41,4230133085,,,148790.0,276551.0,102698.0,,1808.0,671.0,H,PHANTOM,80580.0,31994.0,3/1/2017,,,,31.970325800000005,,VOYAGER 15,-103.6486667,,5.0,,EOG RESOURCES INCORPORATED,45424.0,80580.0,31994.0,,ACTIVE,,OIL,WOLFCAMP,,,12/4/2016,16755.0,,,1.0,8H,,
42,4230133082,,,134193.0,238525.0,94439.0,,1559.0,617.0,H,PHANTOM,51967.0,21674.0,3/1/2017,,,,31.957145899999997,,VOYAGER 15,-103.64266620000001,,5.0,,EOG RESOURCES INCORPORATED,34256.0,61891.0,23941.0,,ACTIVE,,OIL,WOLFCAMP,,,12/8/2016,16817.0,,,1.0,4H,,
43,4230133084,,,163454.0,304051.0,112779.0,,1987.0,737.0,H,PHANTOM,99336.0,38353.0,3/1/2017,,,,31.970325800000005,,VOYAGER 15,-103.6485667,,5.0,,EOG RESOURCES INCORPORATED,54909.0,99336.0,38353.0,,ACTIVE,,OIL,WOLFCAMP,,,12/27/2016,16817.0,,,1.0,7H,,
44,4230133083,,,151513.0,269218.0,106643.0,,1760.0,697.0,H,PHANTOM,77642.0,32898.0,3/1/2017,,,,31.957145899999997,,VOYAGER 15,-103.6427662,,5.0,,EOG RESOURCES INCORPORATED,45838.0,77642.0,32898.0,,ACTIVE,,OIL,WOLFCAMP,,,1/5/2017,16811.0,,,1.0,5H,,
45,4230133159,,,6221.0,0.0,6221.0,,0.0,201.0,H,PHANTOM,0.0,6221.0,7/1/2017,,,,31.913766499999998,,VORTEX 54-1-40 UNIT 1H,-103.6579656,,1.0,,"ANADARKO E&P ONSHORE, LLC",6221.0,0.0,6221.0,,ACTIVE,,OIL,WOLFCAMP,,,2/22/2017,22391.0,,,1.0,1H,,
46,4230133142,,,7780.0,0.0,7780.0,,0.0,259.0,H,PHANTOM,0.0,7780.0,6/1/2017,,,,31.9283563,,HAMMERHEAD 54-1-28 UNIT,-103.6597661,,1.0,,"ANADARKO E&P ONSHORE, LLC",7780.0,0.0,7780.0,,ACTIVE,,OIL,WOLFCAMP,,,2/11/2017,22033.0,,,1.0,2H,,
47,4230133077,,,76401.0,93114.0,60882.0,,763.0,499.0,H,PHANTOM,6751.0,3519.0,4/1/2017,,,,31.7398087,,RICOCHET 29-40 UNIT 2H,-103.45095400000001,,4.0,,"ANADARKO E&P ONSHORE, LLC",30924.0,37637.0,24651.0,,ACTIVE,,OIL,WOLFCAMP,,,1/12/2017,19163.0,,,1.0,1H,,
48,4230133036,,,215388.0,348234.0,157349.0,,2276.0,1028.0,H,PHANTOM,136765.0,64188.0,3/1/2017,,,,31.971545799999998,,STATE GALILEO 7,-103.6209657,,5.0,,EOG RESOURCES INCORPORATED,86982.0,136765.0,64188.0,,ACTIVE,,OIL,WOLFCAMP,,,12/27/2016,17300.0,,,1.0,15H,,
49,4230133043,,,152946.0,252361.0,110886.0,,1649.0,725.0,H,PHANTOM,96846.0,43911.0,3/1/2017,,,,31.971545799999998,,STATE GALILEO 7,-103.6208657,,5.0,,EOG RESOURCES INCORPORATED,60052.0,96846.0,43911.0,,ACTIVE,,OIL,WOLFCAMP,,,12/12/2016,17458.0,,,1.0,16H,,
50,4230133012,,,102447.0,206718.0,67994.0,,1694.0,557.0,H,PHANTOM,36375.0,9991.0,4/1/2017,,,,31.913806400000002,,EBONY 55-1-40 UNIT,-103.7618696,,4.0,,"ANADARKO E&P ONSHORE, LLC",37675.0,75186.0,25144.0,,ACTIVE,,OIL,WOLFCAMP,,,11/10/2016,19205.0,,,1.0,1H,,
51,4230133037,,,146859.0,248264.0,105482.0,,1623.0,689.0,H,PHANTOM,85814.0,39025.0,3/1/2017,,,,31.971545799999998,,STATE GALILEO 7,-103.6210657,,5.0,,EOG RESOURCES INCORPORATED,53327.0,85814.0,39025.0,,ACTIVE,,OIL,WOLFCAMP,,,11/22/2016,17215.0,,,1.0,14H,,
52,4230133013,,,108034.0,223283.0,70820.0,,1830.0,580.0,H,PHANTOM,47305.0,15341.0,4/1/2017,,,,31.913806400000002,,TEXAS SABAL 55-1-40 UNIT,-103.7617696,,4.0,,"ANADARKO E&P ONSHORE, LLC",37170.0,75702.0,24553.0,,ACTIVE,,OIL,WOLFCAMP,,,11/28/2016,18910.0,,,1.0,1H,,
53,4230133045,,,10148.0,9977.0,8485.0,,161.0,137.0,H,SANDBAR,2191.0,1250.0,3/1/2017,,,,31.688959499999996,,JOHNSON RANCH 1-49 4H,-103.4826543,,2.0,,"ANADARKO E&P ONSHORE, LLC",8533.0,7786.0,7235.0,,ACTIVE,,OIL,BONE SPRING,,,11/13/2016,15455.0,,,1.0,4H,,
54,4230132976,,,94672.0,103005.0,77504.0,,569.0,428.0,H,PHANTOM,18637.0,17289.0,2/1/2017,,,,31.9275268,,LUDEMAN I,-103.43795820000001,,6.0,,"RSP PERMIAN, LLC",23294.0,30571.0,19116.0,,ACTIVE,,OIL,WOLFCAMP,,,11/22/2016,13000.0,,,1.0,1406H,,
55,4230132941,,,303351.0,490286.0,221637.0,,2709.0,1225.0,H,PHANTOM,126259.0,62648.0,2/1/2017,,,,31.955965999999997,,ORION A,-103.61496509999999,,6.0,,EOG RESOURCES INCORPORATED,83691.0,126259.0,62648.0,,ACTIVE,,OIL,WOLFCAMP,,,8/3/2016,16920.0,,,1.0,701H,,
56,4230133031,,,41892.0,53977.0,32896.0,,439.0,267.0,H,PHANTOM,7244.0,4165.0,3/1/2017,,,,31.721859000000002,,YOKUM UL UNIT 19-4 2H,-103.44185350000001,,4.0,,"ANADARKO E&P ONSHORE, LLC",18303.0,24256.0,14260.0,,ACTIVE,,OIL,WOLFCAMP,,,1/2/2017,16698.0,,,1.0,2H,,
57,4230133030,,,45755.0,41302.0,38871.0,,336.0,316.0,H,PHANTOM,6309.0,4175.0,3/1/2017,,,,31.721829,,YOKUM UL UNIT 19-4 3H,-103.4419535,,4.0,,"ANADARKO E&P ONSHORE, LLC",19909.0,19033.0,17331.0,,ACTIVE,,OIL,WOLFCAMP,,,1/15/2017,17005.0,,,1.0,3H,,
58,4230132998,,,102379.0,228056.0,64370.0,,1076.0,304.0,H,TWO GEORGES,23761.0,12906.0,1/1/2017,,,,31.9701065,,PISTOL 25-8,-103.4228588,,7.0,,"RSP PERMIAN, LLC",22669.0,67592.0,15961.0,,ACTIVE,,OIL,BONE SPRING,,,11/20/2016,11500.0,,,1.0,2H,,
59,4230132919,,,193031.0,225659.0,155421.0,,827.0,569.0,H,PHANTOM,12407.0,10462.0,11/1/2016,,,,31.846307399999997,,STATE RUDD DRAW 26-25,-103.48535770000001,,9.0,,"RSP PERMIAN, LLC",29168.0,40419.0,22431.0,,ACTIVE,,OIL,WOLFCAMP,,,9/10/2016,13000.0,,,1.0,1H,,
60,4230132968,,,77121.0,200707.0,43670.0,,1091.0,237.0,H,PHANTOM,563.0,79.0,1/1/2017,,,,31.780568,,AMARILLO BY MORNING 54T242,-103.6942635,,6.0,,BHP BILLITON PET(TXLA OP) CO,25765.0,70809.0,13963.0,,ACTIVE,,OIL,WOLFCAMP,,,9/1/2016,16515.0,,,1.0,2H,,
61,4230132964,,,60012.0,157376.0,33783.0,,855.0,184.0,H,PHANTOM,1753.0,646.0,1/1/2017,,,,31.780568,,AMARILLO BY MORNING 54T242,-103.6943635,,6.0,,BHP BILLITON PET(TXLA OP) CO,17881.0,51049.0,9373.0,,ACTIVE,,OIL,WOLFCAMP,,,9/18/2016,16515.0,,,1.0,1H,,
62,4230132940,,,142631.0,123456.0,122055.0,,452.0,447.0,H,PHANTOM,7498.0,4895.0,11/1/2016,,,,31.9384364,,LUDEMAN C,-103.47735959999999,,9.0,,"RSP PERMIAN, LLC",26144.0,25519.0,24421.0,,ACTIVE,,OIL,WOLFCAMP,,,9/23/2016,17164.0,,,1.0,704H,,
63,4230132893,,,17231.0,22935.0,13408.0,,740.0,433.0,H,PHANTOM,22935.0,13408.0,7/1/2017,,,,31.911417100000005,,LUDEMAN,-103.4164571,,1.0,,"RSP PERMIAN, LLC",17231.0,22935.0,13408.0,,ACTIVE,,OIL,WOLFCAMP,,,8/30/2016,19345.0,,,1.0,0,,
64,4230132904,,,29878.0,10405.0,28144.0,,87.0,235.0,H,PHANTOM,0.0,6639.0,1/1/2017,,,,31.968645799999997,,SILVERTIP 76-17 P,-103.5659635,,4.0,,"ANADARKO E&P ONSHORE, LLC",10385.0,10405.0,10385.0,,ACTIVE,,OIL,WOLFCAMP,,,7/12/2016,21650.0,,,1.0,1H,,
65,4230132971,,,23387.0,46500.0,15637.0,,1500.0,504.0,H,PHANTOM,46500.0,15637.0,7/1/2017,,,,31.8832864,,STATE DALTEXAS RANGER 56-T2-2X11,-103.8249713,,1.0,,BHP BILLITON PET(TXLA OP) CO,23387.0,46500.0,15637.0,,ACTIVE,,OIL,WOLFCAMP,,,7/28/2016,18365.0,,,1.0,1H,,
66,4230132917,,,15653.0,25501.0,11403.0,,823.0,368.0,H,PHANTOM,25501.0,11403.0,7/1/2017,,,,31.9124167,,LUDEMAN F,-103.46755870000001,,1.0,,"RSP PERMIAN, LLC",15653.0,25501.0,11403.0,,ACTIVE,,OIL,WOLFCAMP,,,6/12/2016,17378.0,,,1.0,0,,
67,4230132871,,,142384.0,230986.0,103886.0,,627.0,282.0,H,PHANTOM,1605.0,635.0,6/1/2016,,,,31.7846982,,HALEY 29-24 6H,-103.418154,,14.0,,"ANADARKO E&P ONSHORE, LLC",22016.0,57403.0,12449.0,,ACTIVE,,OIL,WOLFCAMP,,,4/24/2016,17217.0,0.0,,1.0,6H,,
68,4230132298,,,5944.0,14321.0,3557.0,,462.0,115.0,H,PHANTOM,14321.0,3557.0,7/1/2017,,,,31.9270261,,MOCAP 56-T1-25,-103.8068717,,1.0,,BHP BILLITON PET(TXLA OP) CO,5944.0,14321.0,3557.0,,ACTIVE,,OIL,WOLFCAMP,,,9/30/2014,16457.0,,,1.0,1H,,
69,4230130200,33,4/10/1979,182413.0,694669.0,66635.0,,35.0,3.0,V,PHANTOM,1264.0,122.0,11/1/1979,0.63,825.0,11/20/2012,31.680843100000004,,WOLF,-103.6210876,10648.0,437.0,43.6,"WOLF ENERGY, INC.",2324.0,8440.0,917.0,173.0,ACTIVE,,GAS,WOLFCAMP,,80.0,12/30/1977,18005.0,,10475.0,1.0,1,,
70,4230130265,57T1S,11/12/1981,659884.0,3780630.0,29779.0,,165.0,,V,RED BLUFF,7742.0,207.0,4/1/1982,0.67,100.0,4/1/2009,31.980166600000004,,"RED BLUFF ""12""",-103.9115629,11826.0,421.0,,"OCCIDENTAL ENERGY COMPANY,INC.",8218.0,43820.0,947.0,296.0,ACTIVE,,GAS,WOLFCAMP,,12.0,,17017.0,0.0,11530.0,1.0,3,,
71,4230130339,29,5/9/1983,2465059.0,14790027.0,54.0,,315.0,,V,HALEY,11750.0,,4/1/1983,0.6,450.0,10/17/2016,31.7604836,,"HILL, A. G - HALEY",-103.4160624,17570.0,405.0,,"RKI EXPLORATION & PRODUCTION, LLC",21441.0,128646.0,46.0,311.0,ACTIVE,,GAS,LWR. WOLFCAMP-PENN CONS.,,35.0,2/5/1982,23314.0,,17259.0,1.0,1A,,
72,4230130418,29,7/28/2001,2388984.0,14333899.0,1.0,,176.0,,V,HALEY,547.0,,10/1/1983,0.57,720.0,1/13/2017,31.775708899999998,,"REED, M. H. ESTATE ""27""",-103.43936690000001,17350.0,402.0,,CONOCOPHILLIPS COMPANY,29426.0,176557.0,1.0,58.0,ACTIVE,,GAS,LWR. WOLFCAMP-PENN CONS.,,27.0,5/26/2001,19000.0,,17292.0,1.0,1,,
73,4230130472,57T1S,3/1/1984,1059381.0,6125142.0,38524.0,,53.0,1.0,V,RED BLUFF,13424.0,166.0,1/1/1985,0.67,56.0,12/11/2014,31.989314899999997,,RED BLUFF 1,-103.91152190000001,11570.0,359.0,,"OCCIDENTAL ENERGY COMPANY,INC.",13853.0,77497.0,937.0,38.0,ACTIVE,,GAS,WOLFCAMP,,1.0,1/3/1984,12144.0,,11532.0,1.0,1,,
